2025-11-29T13:22:03.516126	claude_q,ouq8txc1	@rezidencii_arhitektorov	-1001251787564
2025-11-29T13:22:03.517862	hr1490	@nevatowers_chat	-1001693030175
2025-11-29T13:22:03.519119	hr1490,claude_q	@tessensky1	-1001925485152
2025-11-29T13:22:03.520612	hr1490	@sidneycity	-1001181933314
2025-11-29T13:22:03.525311	claude_q	@sidneycitylife	-1001484872753
2025-11-29T13:22:03.527097	hr1490	@teatralnyy_kvartal	-1001443305610
2025-11-29T13:22:03.529542	S32178	@izmlespik	-1001270149799
2025-11-29T13:22:03.531097	claude_q	@westtowwer	-1002829824599
2025-11-29T13:22:03.533655	S32178,ouq8txc1	@novaya_zvezda_2	-1001611303268
2025-11-29T13:22:03.535456	ouq8txc1	@citybay1	-1001976085717
2025-11-29T13:22:03.536842	ouq8txc1	@vishnevyy_sad_zhk	-1001800584091
2025-11-29T13:22:03.538117	ouq8txc1	@balance_uvao	-1001990635423
2025-11-29T13:22:03.539084	ouq8txc1	@Lime_residential_complex	-1002625311940
2025-11-29T13:22:03.539968	S32178,hr1490	@Rustaveli14_Chat	-1001327932056
2025-11-30T22:04:26.140208	hr1490	t.me/bch25	-1001222541445
2025-11-30T22:04:26.144711	hr1490	@gk_mtvpark	-1001611003022
2025-11-30T22:04:26.151085	claude_q	t.me/gkvesterdam	-1001126753407
2025-11-30T22:04:26.154024	claude_q	https://t.me/gkvesterdam	-1001126753407
2025-11-30T22:04:26.156224	hr1490	@bch25	-1001222541445
2025-11-30T22:04:26.158523	claude_q	t.me/jk1dubrovskii	-1001542511150
2025-11-30T22:04:26.160325	claude_q	t.me/zhk_highway	-1001612487023
2025-11-30T22:04:26.162793	claude_q	t.me/jk_Portlend	-1001822696002
2025-11-30T22:04:26.165026	claude_q	t.me/jkportland	-1001872159821
2025-11-30T22:04:26.166807	claude_q	t.me/level_yuzhnoportovaya	-1001650272608
2025-11-30T22:04:26.169195	claude_q	t.me/aistresidence_monarx	-1001687510193
2025-11-30T22:04:26.170691	hr1490	t.me/legacydom	-1001901153973
2025-11-30T22:04:26.172542	hr1490	t.me/JKVereiskaya41	-1002007843646
2025-11-30T22:04:26.174249	hr1490	t.me/Vereyskaya_41_chat	-1002631434311
2025-11-30T22:04:26.175858	hr1490	t.me/zarechye_park	-1001709414402
2025-11-30T22:04:26.177174	hr1490	t.me/obrucheva_30_lsr	-1001903805047
2025-11-30T23:42:30.288788	ouq8txc1	@rezidentsii_skolkovo	-1001824332652
2025-11-30T23:42:30.291249	ouq8txc1	@rezidencia_skolkovo	-1002185096352
2025-11-30T23:42:30.293336	ouq8txc1	@ekobunino_chat	-1002313126998
2025-11-30T23:42:30.295188	ouq8txc1	@buninskiekvartali_chat	-1002569909355
2025-11-30T23:42:30.297526	ouq8txc1	@barvikhachatt	-1003007553450
2025-11-30T23:42:30.299878	hr1490,ouq8txc1	@novayarigagroup	-1002100683253
2025-11-30T23:42:30.301298	hr1490,claude_q	@jk_novayariga_chat	-1002337032308
2025-11-30T23:42:30.303231	hr1490	@new_odintsovo_chat	-1002093279228
2025-11-30T23:42:30.304713	hr1490	@zarechye_chat	-1001535335919
2025-11-30T23:42:30.306518	hr1490	@odingrad_chat	-1001522821164
2025-11-30T23:42:30.307821	hr1490	@laykovo_chat	-1001647197895
2025-11-30T23:42:30.309508	claude_q	t.me/krasnogorsk_24_chat	-1001201235904
2025-12-02T19:53:19.174138	claude_q	@signalnyy16	-1001290477673
2025-12-02T19:53:19.179740	claude_q	@S16_General	-1001172045755
2025-12-02T19:53:19.182681	hr1490	@LosinPark_GK	-1001309576421
2025-12-02T19:53:19.186991	hr1490	t.me/Nagatino_i_Land	-1001161666401
2025-12-02T19:53:19.191216	hr1490	t.me/zarechniy_fsk	-1001188194044
2025-12-02T19:53:19.194669	ouq8txc1	t.me/semparkzhk	-1001246849578
2025-12-02T19:53:19.196550	ouq8txc1	t.me/semenovskijpark2	-1001644254253
2025-12-02T19:53:19.199095	ouq8txc1	https://t.me/semenovskiypark2	-1001681919959
2025-12-02T19:53:19.202334	ouq8txc1	https://t.me/zhk_preobrazhenskaya_ploshchad	-1002173296284
2025-12-02T19:53:19.205527	hr1490	https://t.me/jk_volzhskiy_park	-1001567327951
2025-12-02T19:53:19.208565	hr1490	https://t.me/ZhKPROSPEKT39Sosedi1	-1002284632775
2025-12-02T19:53:19.211556	hr1490	https://t.me/zhk_intelligent	-1001580324596
2025-12-02T19:53:19.213226	hr1490	https://t.me/bolshaya_semerka	-1001964693941
2025-12-02T19:53:19.214774	hr1490	https://t.me/jk_bolshaya_semerka/28	-1002202915608
2025-12-02T19:53:19.216221	hr1490,claude_q	https://t.me/ap_pik	-1001447489461
2025-12-02T19:53:19.217630	hr1490	https://t.me/LosinPark_GK	-1001309576421
2025-12-02T19:53:19.219386	claude_q	https://t.me/nedsimvol	-1001453953057
2025-12-02T19:53:19.220852	claude_q	https://t.me/nedsimvol	-1001453953057
2025-12-02T19:53:19.222109	claude_q	https://t.me/levelbaumanskay	-1001832605635
2025-12-02T19:53:19.223310	claude_q	https://t.me/skazochnyy_les	-1001213970554
2025-12-02T19:53:19.224649	claude_q	https://t.me/TheLakeChat	-1001965246619
2025-12-02T19:53:19.225953	claude_q	https://t.me/S16_General	-1001172045755
2025-12-02T19:53:19.227332	claude_q	https://t.me/signalnyy16	-1001290477673
2025-12-02T19:53:19.228716	claude_q	https://t.me/dostigenie_public	-1001432360772
2025-12-02T19:53:19.230087	hr1490	https://t.me/kpminaevo	-1001694885905
2025-12-02T19:53:19.231479	hr1490	https://t.me/ijsREPINO	-1001838234556
2025-12-02T19:53:19.232806	ouq8txc1	https://t.me/kedrizaIJS	-1002296499494
2025-12-02T19:53:19.234018	S32178,ouq8txc1	https://t.me/favorit_poselok	-1001139570579
2025-12-02T19:53:19.235309	ouq8txc1	https://t.me/zemlydomodedovo	-1001847931347
2025-12-03T12:51:09.391188	ouq8txc1	@skandinavia1	-1001381298042
2025-12-03T12:51:09.397971	claude_q	t.me/vitalitychat	-1001467932502
2025-12-03T12:51:09.402750	ouq8txc1	t.me/zhk1yasenevskij	-1001796830784
2025-12-03T12:51:09.406618	ouq8txc1	t.me/zhkforeville	-1002060106717
2025-12-03T12:51:09.408314	ouq8txc1	t.me/smartgardenn	-1002188301072
2025-12-03T12:51:09.410138	claude_q	t.me/rodinaparkmsk	-1002023339657
2025-12-03T12:51:09.412339	claude_q	t.me/uno_osnova	-1001745121834
2025-12-03T12:51:09.414364	claude_q	t.me/zhk_uno_gorbunova	-1002526935732
2025-12-03T12:51:09.416424	hr1490	t.me/kvartal_rumyantsevo	-1001958066937
2025-12-03T12:51:09.418128	hr1490	t.me/melisad_zhk	-1001564941355
2025-12-03T12:51:09.420305	hr1490	t.me/zhk_troparevo_park	-1001889227567
2025-12-04T10:56:53.802619	S32178	@pav_city	-1001286988678
2025-12-04T10:56:53.806261	hr1490	t.me/strana_ozernaya	-1001676229377
2025-12-04T10:56:53.809097	hr1490	@S_Sosedi	-1001949763872
2025-12-04T10:56:53.810491	ouq8txc1	t.me/DNsosedi	-1001635645196
2025-12-04T10:56:53.811630	ouq8txc1	t.me/jkdmitrovskoenebo	-1001753357049
2025-12-04T10:56:53.812741	ouq8txc1	t.me/marushkino_zhk	-1001736324194
2025-12-04T10:56:53.813714	ouq8txc1	t.me/akinshino_chat	-1001169602881
2025-12-04T10:56:53.814926	ouq8txc1	t.me/kpNewEurope	-1001371548213
2025-12-04T11:46:18.791650	ouq8txc1	t.me/bezdedovo_chat	-1001672845787
2025-12-04T23:23:44.882798	S32178	t.me/dom7danilovskiy_zhk	-1002233190003
2025-12-04T23:23:44.886722	S32178	t.me/jk_titul	-1001228929030
2025-12-04T23:23:44.889360	S32178	t.me/solehillsgk	-1002012769255
2025-12-04T23:23:44.891910	S32178,hr1490	t.me/JKLunarChatsobstvennikov	-1001713994080
2025-12-04T23:23:44.894347	hr1490	t.me/jk_narvin_chat	-1002427692566
2025-12-04T23:23:44.896395	hr1490,claude_q	t.me/kavbul_51	-1001416480349
2025-12-04T23:23:44.898154	hr1490	t.me/losinopark	-1001176172222
2025-12-04T23:23:44.900236	hr1490,ouq8txc1	t.me/losinoostrovskyapark	-1001853874313
2025-12-04T23:23:44.903021	ouq8txc1	t.me/perviysheremetevskij	-1001813227876
2025-12-04T23:23:44.905201	ouq8txc1	t.me/zhkmangazeyanarechnom	-1002053917673
2025-12-04T23:23:44.907354	ouq8txc1	t.me/zhk2irtyshskiy	-1002051539128
2025-12-04T23:23:44.909498	S32178	t.me/irtishskiikvartal	-1002041386732
2025-12-04T23:23:44.912239	S32178	t.me/sredanalobachevskogoo	-1002192254684
2025-12-04T23:23:44.913952	S32178	t.me/sredanalobachevskogo_chat	-1002191424690
2025-12-04T23:23:44.916369	hr1490	t.me/FizTehS0bstvenniki	-1001705553647
2025-12-04T23:23:44.918310	ouq8txc1	t.me/JKDiusS	-1002361152595
2025-12-04T23:23:44.920006	S32178,ouq8txc1	t.me/ultimacitymsk	-1002097688847
2025-12-04T23:23:44.921489	S32178,ouq8txc1	t.me/accenty_gk	-1002411307247
2025-12-04T23:23:44.923334	S32178,hr1490	t.me/emotion_szao	-1001990346417
2025-12-04T23:23:44.924666	S32178,ouq8txc1	t.me/unosokolinayagora	-1002498853517
2025-12-04T23:23:44.925940	S32178,ouq8txc1	t.me/unosokolinayagora_chat	-1002332943682
2025-12-04T23:23:44.927316	S32178,ouq8txc1	t.me/zhk_soloss	-1002393755637
2025-12-04T23:23:44.928920	S32178	t.me/kollektsiya_nahabino	-1002525808862
2025-12-04T23:23:44.930958	S32178,hr1490	t.me/emotion_szao/6	-1001990346417
2025-12-04T23:23:44.932760	ouq8txc1	t.me/foriver_zhk	-1001289987959
2025-12-04T23:23:44.934019	ouq8txc1	t.me/kit_2mo	-1001934392328
2025-12-04T23:23:44.935553	ouq8txc1	t.me/ZhKDomMalevichSosedi	-1002312063714
2025-12-04T23:23:44.937016	ouq8txc1	t.me/parkside_zhk	-1001687363396
2025-12-04T23:30:54.286046	ouq8txc1	t.me/rakurs_chat	-1001505492318
2025-12-04T23:30:54.289493	hr1490	t.me/zhk_insiderr	-1002426202718
2025-12-04T23:30:54.293185	hr1490	t.me/jkpetrovskii2	-1001796510598
2025-12-04T23:46:06.788680	claude_q	t.me/simvol_21	-1001281190335
2025-12-04T23:46:06.791613	ouq8txc1	t.me/unogolovinskie	-1002050310620
2025-12-04T23:46:06.794128	ouq8txc1	t.me/paveleckayacity_chat/479	-1002031121788
2025-12-04T23:46:06.797026	ouq8txc1	t.me/jkEvoPark	-1001894739522
2025-12-04T23:46:06.799482	ouq8txc1	t.me/fiztehcity_chat	-1001523743123
2025-12-04T23:46:06.802328	claude_q	t.me/injoy_chat	-1001923900530
2025-12-04T23:46:06.804275	claude_q	t.me/LevelMich	-1001640029502
2025-12-04T23:46:06.806204	claude_q	t.me/levelvojkovskaya	-1001319444697
2025-12-04T23:46:06.808602	claude_q	t.me/zhk_metropolia2	-1001757335537
2025-12-05T00:08:08.367591	S32178	t.me/sredanakutuzovskomm	-1002169941966
2025-12-05T00:08:08.371387	S32178	t.me/buninskaya_naberejnaya	-1001978168808
2025-12-05T00:08:08.373514	ouq8txc1	t.me/buninskayanaberezhnaya	-1002629026061
2025-12-05T00:08:08.375529	S32178	t.me/ogoronii20	-1001722186932
2025-12-05T00:08:08.378269	ouq8txc1	t.me/moskvorechyechat	-1001879085022
2025-12-05T00:08:08.380653	ouq8txc1	t.me/Kronshtadskiyyy9	-1002035127194
2025-12-05T00:08:08.382913	ouq8txc1	t.me/jkmoments	-1001702664480
2025-12-05T00:08:08.384958	ouq8txc1	t.me/zorge_9_St_Michael	-1001580535074
2025-12-05T00:08:08.386759	hr1490	t.me/soul_forma_pik	-1001778878412
2025-12-05T00:08:08.389787	hr1490	t.me/rasskazovochat	-1001472589350
2025-12-05T10:08:05.448588	hr1490	t.me/vl_chkalova20	-1002481667869
2025-12-05T10:08:05.451882	hr1490	t.me/ms_pik	-1002188800405
2025-12-05T21:08:08.997438	hr1490	t.me/rozhdestvenka8	-1002845317746
2025-12-05T21:08:09.001273	claude_q	t.me/nametkintower_chat	-1002528791346
2025-12-05T21:08:09.005183	claude_q	t.me/veer_chattt	-1003164029675
2025-12-05T21:08:09.006884	S32178	t.me/domsemdanilovski	-1002702475631
2025-12-05T21:08:09.007989	S32178	t.me/vesperkutuzovskiy	-1002793294565
2025-12-05T21:08:09.009263	hr1490,ouq8txc1	t.me/kvartalmeet	-1002745595217
2025-12-05T21:08:09.010369	hr1490	t.me/stone_sokolniki_chat	-1002848607855
2025-12-05T21:08:09.011960	hr1490	t.me/sezar_city_chat	-1002523762323
2025-12-05T21:08:09.013007	claude_q	t.me/insider_chattt	-1003125997897
2025-12-05T21:08:09.014130	claude_q	t.me/stanislavskiy_chattt	-1002903246599
2025-12-05T21:08:09.015436	claude_q	t.me/nametkintower_chat	-1002528791346
2025-12-05T21:08:09.016726	ouq8txc1	t.me/ilovekvartal	-1001394121213
2025-12-05T21:08:09.017894	claude_q	t.me/cityzenmrgroup	-1002088795614
2025-12-05T21:22:44.858344	ouq8txc1	t.me/Kronshtadskiyyy9	-1002035127194
2025-12-05T21:22:44.861165	ouq8txc1	t.me/jkmoments	-1001702664480
2025-12-05T21:22:44.863896	ouq8txc1	t.me/zorge_9_St_Michael	-1001580535074
2025-12-05T21:22:44.865542	hr1490	t.me/soul_forma_pik	-1001778878412
2025-12-05T21:22:44.869148	S32178,hr1490	t.me/emotion_szao/6	-1001990346417
2025-12-05T21:22:44.871243	hr1490	t.me/rasskazovochat	-1001472589350
2025-12-05T21:22:44.873260	hr1490	t.me/sezar_city_chat	-1002523762323
2025-12-05T21:22:44.875472	claude_q	t.me/insider_chattt	-1003125997897
2025-12-05T21:22:44.877387	claude_q	t.me/stanislavskiy_chattt	-1002903246599
2025-12-05T21:22:44.880042	claude_q	t.me/nametkintower_chat	-1002528791346
2025-12-05T21:22:44.881742	ouq8txc1	t.me/unogolovinskie	-1002050310620
2025-12-05T21:22:44.883581	ouq8txc1	t.me/paveleckayacity_chat	-1002031121788
2025-12-05T21:22:44.885478	ouq8txc1	t.me/ilovekvartal	-1001394121213
2025-12-05T21:22:44.887404	ouq8txc1	t.me/jkEvoPark	-1001894739522
2025-12-05T21:22:44.888958	ouq8txc1	t.me/fiztehcity_chat	-1001523743123
2025-12-05T21:22:44.892006	claude_q	t.me/injoy_chat	-1001923900530
2025-12-05T21:22:44.893609	claude_q	t.me/LevelMich	-1001640029502
2025-12-05T21:22:44.895409	claude_q	t.me/levelvojkovskaya	-1001319444697
2025-12-05T21:22:44.897257	claude_q	t.me/zhk_metropolia2	-1001757335537
2025-12-05T21:22:44.898546	hr1490	t.me/jkpetrovskii2	-1001796510598
2025-12-05T21:22:44.900326	claude_q	t.me/cityzenmrgroup	-1002088795614
2025-12-05T21:22:44.901885	ouq8txc1	t.me/foriver_zhk	-1001289987959
2025-12-05T21:22:44.903627	ouq8txc1	t.me/kit_2mo	-1001934392328
2025-12-05T21:22:44.904997	ouq8txc1	t.me/ZhKDomMalevichSosedi	-1002312063714
2025-12-05T21:22:44.906447	ouq8txc1	t.me/parkside_zhk	-1001687363396
2025-12-05T21:22:44.907892	S32178	t.me/artemovo_izhs	-1002076605718
2025-12-05T21:22:44.909366	S32178	t.me/kp_river_park	-1002321495711
2025-12-05T21:22:44.910659	hr1490	t.me/NovoeRastunovoMO	-1003022145265
2025-12-05T21:22:44.912009	hr1490	t.me/dachnaya_practika	-1001983570712
2025-12-05T21:22:44.913425	hr1490	t.me/Beregovoi74	-1002425635595
2025-12-05T21:22:44.914660	ouq8txc1	t.me/stepygino	-1001410448879
2025-12-05T21:22:44.916079	claude_q	t.me/fwd_2018	-1002582217158
2025-12-05T21:22:44.917915	ouq8txc1	t.me/kuzminskiyleslife	-1001480748996
2025-12-05T21:22:44.919497	ouq8txc1	t.me/Skurygino	-1001407654868
2025-12-05T21:22:44.920985	hr1490	t.me/KP_Volodarsky_Park	-1001836460356
2025-12-05T21:22:44.922296	ouq8txc1	t.me/pevchee_chat	-1001238077836
2025-12-05T21:22:44.923521	ouq8txc1	t.me/novoe_vnukovo	-1001380589884
2025-12-05T21:22:44.925079	S32178	t.me/il_sloboda	-1001923570930
2025-12-05T21:22:44.926840	S32178	t.me/jk_club_cult	-1002141526217
2025-12-05T21:22:44.928460	S32178	t.me/chat_lavrushinskiy	-1001973765549
2025-12-05T21:22:44.929830	ouq8txc1	t.me/Leningradka_58	-1001183039643
2025-12-05T21:22:44.931022	S32178	t.me/zkmyprioritypaveletskaya	-1001812039527
2025-12-05T21:22:44.932282	S32178	t.me/dostoyanie_chat	-1001519451876
2025-12-05T21:22:44.933851	S32178	t.me/akademikapavlova_chat	-1002085490211
2025-12-05T21:22:44.935656	S32178	t.me/levelakademicheskaya	-1001765063008
2025-12-05T21:22:44.937138	hr1490	t.me/dmitrovnebo	-1002130611449
2025-12-05T21:22:44.938703	hr1490	t.me/poklonnaya_9_zhk	-1001512976995
2025-12-05T21:22:44.939939	S32178	t.me/ZhKPetrovskiyparkiiChat	-1002793926460
2025-12-05T21:22:44.941483	ouq8txc1	t.me/dostizhenie_chat	-1001929162908
2025-12-05T21:22:44.943212	ouq8txc1	t.me/lefortovoparkpetr1	-1001231108565
2025-12-05T21:22:44.944770	ouq8txc1	t.me/lefortovopark_chat	-1002063884987
2025-12-05T21:22:44.945967	S32178	t.me/gkprof	-1001281382439
2025-12-05T21:22:44.947102	S32178	t.me/dailygorod	-1001822990459
2025-12-05T21:22:44.948553	S32178	t.me/jk_triniti2	-1001450782534
2025-12-05T21:22:44.949869	S32178	t.me/gk_trinity_2	-1002340799587
2025-12-05T21:22:44.952183	hr1490	t.me/PIK_Kronshtadtskiy_14	-1002442955903
2025-12-05T21:22:44.953747	hr1490	t.me/molodogvardeiskaya36	-1001367698493
2025-12-05T21:22:44.955114	ouq8txc1	t.me/ZhKLeDomeSosedi	-1002382734998
2025-12-05T21:22:44.956617	ouq8txc1	t.me/ZhKChampineSosedi	-1002471931711
2025-12-05T21:22:44.958009	S32178	t.me/RiverParkChat	-1001625120612
2025-12-05T21:22:44.959401	S32178	t.me/Sholohovo_gk_sosedi	-1001691532283
2025-12-05T21:22:44.960866	S32178	t.me/harmony_park	-1001209765622
2025-12-05T21:22:44.962320	hr1490	t.me/ChatZKZarechniyKvartal	-1001939331983
2025-12-05T21:22:44.963846	hr1490	t.me/kvartal_ivakino_samolet	-1001767663433
2025-12-05T21:22:44.965246	ouq8txc1	t.me/sosedimod	-1001304296755
2025-12-05T21:22:44.966463	ouq8txc1	t.me/zkmodmrgroup	-1001618509127
2025-12-05T21:22:44.968286	ouq8txc1	t.me/moifilatovlug	-1001593789956
2025-12-05T21:22:44.969592	ouq8txc1	t.me/jk_high_life	-1002104516808
2025-12-05T21:22:44.970993	ouq8txc1	t.me/dom_ravnovesie	-1002198385267
2025-12-05T21:22:44.972272	hr1490	t.me/zkravnovesie	-1001194691540
2025-12-05T21:22:44.973517	S32178	t.me/ilpik	-1001483119743
2025-12-05T21:22:44.974857	S32178	t.me/yauzapark_pik	-1001987382826
2025-12-05T21:22:44.976253	S32178	t.me/lucky_jk	-1001463233007
2025-12-05T21:22:44.977468	ouq8txc1	t.me/Tetris_2	-1001490721626
2025-12-05T21:22:44.978820	ouq8txc1	t.me/zk_beregovoy	-1002093153993
2025-12-05T21:22:44.980289	ouq8txc1	t.me/apart_kompleks_m1_skolkovo	-1001735853547
2025-12-05T21:22:44.981780	hr1490	t.me/geroev_chat	-1002029857892
2025-12-05T21:22:44.983456	ouq8txc1	t.me/FestivalPark	-1001362480176
2025-12-05T21:22:44.984949	hr1490	t.me/jk_Lavrushinskiy	-1002042800985
2025-12-05T21:22:45.014496	hr1490	t.me/prigorod_lesnoe_jk	-1001675331281
